year,month,value
1991,2,0.32
1991,3,0.03
1991,4,0.19
1991,5,0.26
1991,6,0.52
1991,7,0.76
1991,8,0.68
1991,9,0.42
1991,10,0.86
1991,11,1.2
1991,12,1.69
1992,1,1.84
1992,2,1.78
1992,3,1.38
1992,4,1.2
1992,5,1.04
1992,6,0.58
1992,7,0.22
1992,8,0.05
1992,9,-0.06
1992,10,-0.3
1992,11,-0.28
1992,12,-0.15
1993,1,0.14
1993,2,0.41
1993,3,0.39
1993,4,0.59
1993,5,0.78
1993,6,0.35
1993,7,0.23
1993,8,0.13
1993,9,0.35
1993,10,0.06
1993,11,0.0
1993,12,0.16
1994,1,0.1
1994,2,0.06
1994,3,0.11
1994,4,0.26
1994,5,0.31
1994,6,0.32
1994,7,0.24
1994,8,0.53
1994,9,0.48
1994,10,0.75
1994,11,1.11
1994,12,1.25
1995,1,1.02
1995,2,0.73
1995,3,0.46
1995,4,0.28
1995,5,-0.11
1995,6,-0.14
1995,7,-0.21
1995,8,-0.63
1995,9,-0.84
1995,10,-0.88
1995,11,-1.1
1995,12,-0.95
1996,1,-0.86
1996,2,-0.86
1996,3,-0.61
1996,4,-0.47
1996,5,-0.38
1996,6,-0.44
1996,7,-0.44
1996,8,-0.22
1996,9,-0.45
1996,10,-0.44
1996,11,-0.41
1996,12,-0.64
1997,1,-0.53
1997,2,-0.37
1997,3,-0.25
1997,4,0.16
1997,5,0.64
1997,6,1.09
1997,7,1.56
1997,8,1.89
1997,9,2.13
1997,10,2.36
1997,11,2.41
1997,12,2.29
1998,1,2.38
1998,2,2.03
1998,3,1.34
1998,4,0.78
1998,5,0.57
1998,6,-0.39
1998,7,-0.99
1998,8,-1.28
1998,9,-1.26
1998,10,-1.46
1998,11,-1.46
1998,12,-1.69
1999,1,-1.69
1999,2,-1.32
1999,3,-0.95
1999,4,-1.11
1999,5,-1.15
1999,6,-1.19
1999,7,-1.17
1999,8,-1.22
1999,9,-1.09
1999,10,-1.23
1999,11,-1.58
1999,12,-1.74
2000,1,-1.77
2000,2,-1.55
2000,3,-0.98
2000,4,-0.87
2000,5,-0.86
2000,6,-0.79
2000,7,-0.67
2000,8,-0.49
2000,9,-0.52
2000,10,-0.7
2000,11,-0.79
2000,12,-0.92
2001,1,-0.73
2001,2,-0.63
2001,3,-0.48
2001,4,-0.49
2001,5,-0.34
2001,6,-0.19
2001,7,-0.04
2001,8,-0.05
2001,9,-0.2
2001,10,-0.14
2001,11,-0.37
2001,12,-0.41
2002,1,-0.15
2002,2,-0.04
2002,3,0.01
2002,4,0.02
2002,5,0.31
2002,6,0.72
2002,7,0.74
2002,8,0.87
2002,9,1.09
2002,10,1.25
2002,11,1.47
2002,12,1.37
2003,1,0.6
2003,2,0.64
2003,3,0.36
2003,4,-0.14
2003,5,-0.61
2003,6,-0.29
2003,7,0.21
2003,8,0.26
2003,9,0.27
2003,10,0.42
2003,11,0.33
2003,12,0.43
2004,1,0.27
2004,2,0.23
2004,3,0.12
2004,4,0.07
2004,5,0.06
2004,6,0.13
2004,7,0.49
2004,8,0.76
2004,9,0.81
2004,10,0.73
2004,11,0.66
2004,12,0.74
2005,1,0.66
2005,2,0.36
2005,3,0.45
2005,4,0.26
2005,5,0.3
2005,6,0.04
2005,7,-0.23
2005,8,-0.05
2005,9,-0.04
2005,10,-0.06
2005,11,-0.59
2005,12,-0.92
2006,1,-0.91
2006,2,-0.67
2006,3,-0.71
2006,4,-0.32
2006,5,-0.09
2006,6,0.0
2006,7,0.01
2006,8,0.31
2006,9,0.6
2006,10,0.7
2006,11,0.99
2006,12,1.14
2007,1,0.7
2007,2,0.13
2007,3,-0.18
2007,4,-0.32
2007,5,-0.47
2007,6,-0.35
2007,7,-0.59
2007,8,-0.72
2007,9,-1.11
2007,10,-1.39
2007,11,-1.54
2007,12,-1.58
2008,1,-1.68
2008,2,-1.67
2008,3,-1.21
2008,4,-0.99
2008,5,-0.84
2008,6,-0.68
2008,7,-0.3
2008,8,-0.13
2008,9,-0.25
2008,10,-0.35
2008,11,-0.46
2008,12,-0.86
2009,1,-0.89
2009,2,-0.79
2009,3,-0.69
2009,4,-0.35
2009,5,0.06
2009,6,0.31
2009,7,0.48
2009,8,0.56
2009,9,0.68
2009,10,0.89
2009,11,1.46
2009,12,1.74
2010,1,1.52
2010,2,1.25
2010,3,0.9
2010,4,0.38
2010,5,-0.22
2010,6,-0.69
2010,7,-1.07
2010,8,-1.39
2010,9,-1.6
2010,10,-1.69
2010,11,-1.64
2010,12,-1.6
2011,1,-1.54
2011,2,-1.11
2011,3,-0.93
2011,4,-0.77
2011,5,-0.52
2011,6,-0.38
2011,7,-0.43
2011,8,-0.65
2011,9,-0.8
2011,10,-1.05
2011,11,-1.19
2011,12,-1.06
2012,1,-0.87
2012,2,-0.67
2012,3,-0.61
2012,4,-0.5
2012,5,-0.32
2012,6,0.02
2012,7,0.25
2012,8,0.47
2012,9,0.38
2012,10,0.26
2012,11,0.16
2012,12,-0.25
2013,1,-0.53
2013,2,-0.52
2013,3,-0.25
2013,4,-0.25
2013,5,-0.4
2013,6,-0.42
2013,7,-0.39
2013,8,-0.38
2013,9,-0.18
2013,10,-0.2
2013,11,-0.14
2013,12,-0.17
2014,1,-0.49
2014,2,-0.62
2014,3,-0.28
2014,4,0.08
2014,5,0.32
2014,6,0.23
2014,7,-0.06
2014,8,-0.03
2014,9,0.29
2014,10,0.44
2014,11,0.75
2014,12,0.71
2015,1,0.51
2015,2,0.42
2015,3,0.47
2015,4,0.7
2015,5,0.92
2015,6,1.18
2015,7,1.46
2015,8,1.93
2015,9,2.21
2015,10,2.36
2015,11,2.72
2015,12,2.66
2016,1,2.57
2016,2,2.26
2016,3,1.62
2016,4,0.91
2016,5,0.3
2016,6,-0.03
2016,7,-0.48
2016,8,-0.58
2016,9,-0.58
2016,10,-0.74
2016,11,-0.76
2016,12,-0.5
2017,1,-0.43
2017,2,-0.08
2017,3,0.03
2017,4,0.22
2017,5,0.37
2017,6,0.34
2017,7,0.25
2017,8,-0.16
2017,9,-0.43
2017,10,-0.56
2017,11,-0.97
2017,12,-0.98
2018,1,-0.98
2018,2,-0.78
2018,3,-0.8
2018,4,-0.51
2018,5,-0.2
2018,6,0.04
2018,7,0.12
2018,8,0.09
2018,9,0.47
2018,10,0.9
2018,11,0.9
2018,12,0.89
2019,1,0.65
2019,2,0.71
2019,3,0.81
2019,4,0.62
2019,5,0.55
2019,6,0.45
2019,7,0.35
2019,8,0.04
2019,9,0.03
2019,10,0.48
2019,11,0.52
2019,12,0.52
2020,1,0.6
2020,2,0.37
2020,3,0.48
2020,4,0.36
2020,5,-0.27
2020,6,-0.34
2020,7,-0.3
2020,8,-0.59
2020,9,-0.83
2020,10,-1.26
2020,11,-1.42
2020,12,-1.15
2021,1,-1.0
2021,2,-1.0
2021,3,-0.8
2021,4,-0.72
2021,5,-0.46
2021,6,-0.28
2021,7,-0.39
2021,8,-0.53
2021,9,-0.55
2021,10,-0.94
2021,11,-0.94
2021,12,-1.06
2022,1,-0.94
2022,2,-0.89
2022,3,-0.97
2022,4,-1.11
2022,5,-1.11
2022,6,-0.75
2022,7,-0.69
2022,8,-0.97
2022,9,-1.07
2022,10,-0.99
2022,11,-0.9
2022,12,-0.85
2023,1,-0.71
2023,2,-0.46
2023,3,-0.11
2023,4,0.14
2023,5,0.46
2023,6,0.84
2023,7,1.02
2023,8,1.35
2023,9,1.59
2023,10,1.78
2023,11,1.92
2023,12,1.95
2024,1,1.78
2024,2,1.48
2024,3,1.14
2024,4,0.71
2024,5,0.39
2024,6,0.15
2024,7,0.04
2024,8,-0.11
2024,9,-0.21
2024,10,-0.26
2024,11,-0.37
2024,12,-0.52
2025,1,-0.59
2025,2,-0.38
2025,3,-0.18
2025,4,-0.09
2025,5,-0.11
