#ZVView-data-copy:  25-Sep-2025 13:55:38
#=======================================
#
#name:   ENDF/B-VIII.1: H-2(D,P`)H-3-L0
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  127
#data...
#            X            Y
#          MeV        barns
          2e-5            0
       0.00062     5.92e-23
       0.00122   3.2462e-16
       0.00182   3.1852e-13
       0.00242   1.8971e-11
       0.00302   3.0342e-10
       0.00362   2.31819e-9
       0.00422   1.11478e-8
       0.00482   3.92274e-8
       0.00542   1.10529e-7
       0.00602    2.6416e-7
       0.00662   5.56647e-7
       0.00722   1.06267e-6
       0.00782   1.87433e-6
       0.00842   3.09934e-6
       0.00902   4.85841e-6
       0.00962   7.28226e-6
       0.01022   1.05086e-5
       0.01082   1.46789e-5
       0.01142    1.9936e-5
       0.01202   2.64211e-5
       0.01262    3.4272e-5
       0.01322   4.36213e-5
       0.01382   5.45948e-5
       0.01442   6.73108e-5
       0.01502    8.1879e-5
       0.01562   9.84001e-5
       0.01622  0.000116965
       0.01682  0.000137657
       0.01742  0.000160546
       0.01802  0.000185698
       0.01862  0.000213164
       0.01922  0.000242991
       0.01982  0.000275216
       0.02042  0.000309867
       0.02102  0.000346965
       0.02162  0.000386525
       0.02222  0.000428555
       0.02282  0.000473057
       0.02342  0.000520027
       0.02402  0.000569457
       0.02462  0.000621332
       0.02522  0.000675635
       0.02582  0.000732344
       0.02642  0.000791434
       0.02702  0.000852876
       0.02762  0.000916639
       0.02822   0.00098269
       0.02882   0.00105099
       0.03002   0.00119419
       0.03122   0.00134593
       0.03242   0.00150585
       0.03362   0.00167359
       0.03422   0.00176029
       0.03542   0.00193909
       0.03662   0.00212481
       0.03782   0.00231706
       0.03902   0.00251549
       0.04022   0.00271974
       0.04262   0.00314429
       0.04442   0.00347542
       0.04622   0.00381626
       0.04802   0.00416578
       0.05042   0.00464367
       0.05282    0.0051332
       0.05582   0.00575856
       0.05942   0.00652436
       0.06422   0.00756339
       0.08462    0.0120249
       0.09122    0.0134388
       0.09782    0.0148245
       0.10442    0.0161782
       0.11102    0.0174974
       0.11762    0.0187807
       0.12482    0.0201392
       0.13202    0.0214546
       0.13982     0.022832
       0.15542    0.0254438
       0.16442    0.0268688
       0.17402     0.028327
       0.18362    0.0297251
       0.20402     0.032513
       0.21602    0.0340468
       0.22802    0.0355097
       0.24122    0.0370438
       0.25562    0.0386355
       0.28622    0.0417675
       0.32102    0.0449781
       0.34082    0.0466629
       0.36182    0.0483511
       0.38462    0.0500795
       0.40802    0.0517502
       0.43382    0.0534823
       0.46142    0.0552211
       0.49142    0.0569917
       0.55622    0.0604521
       0.59282    0.0622174
       0.63242    0.0639944
       0.67382    0.0657173
       0.71762    0.0674011
       0.80822    0.0704673
       0.86162    0.0720394
       0.92882    0.0738427
       1.10342    0.0780678
       1.21562    0.0802804
       1.27982    0.0812652
       1.57802    0.0850236
       1.66682    0.0858875
       1.90802    0.0879028
       2.15282    0.0894172
       2.29862    0.0900291
       2.45522    0.0904913
       2.63102    0.0908106
       2.84102      0.09098
       3.13922    0.0909743
       3.48662    0.0907614
       3.88142    0.0903131
       4.40462    0.0894839
       6.82322    0.0848363
       7.82822    0.0826057
       12.5046    0.0715927
        13.695    0.0689833
       14.9166    0.0664514
       16.1772    0.0639809
         17.49    0.0615453
       18.8388    0.0591708
            20    0.0568623
//
#-------------------------------------------------------------------------------
